TF,Target,importance,correlation,p_value
ADH1B,A4GALT,0.5187359137894674,0.5187359137894674,3.590099538104824e-15
B2M,AASDHPPT,0.5168429051642777,0.5168429051642777,4.696780820528316e-15
ADIRF,AAR2,0.5155273919727567,0.5155273919727567,5.655477234828603e-15
AKR1C2,ABCC2,0.5153684334321389,0.5153684334321389,5.783533818680671e-15
CD74,AASDHPPT,0.5149136378706569,0.5149136378706569,6.165760976351371e-15
ACTG1,ABCB10,0.5134789765731677,0.5134789765731677,7.540337639673902e-15
AHNAK,ABCC9,0.5129944184748124,0.5129944184748124,8.068986687204539e-15
ANXA2,ABCD3,0.5129690876179991,0.5129690876179991,8.097596096786342e-15
ACTG1,ABCC11,0.5126102077411129,0.5126102077411129,8.513727741587935e-15
B2M,ABCD3,0.5122202289316357,0.5122202289316357,8.989600482794304e-15
ADIRF,A4GALT,0.511646405067195,0.511646405067195,9.737368225119704e-15
ALDOA,AASDH,0.5104833411373413,0.5104833411373413,1.1443972890845366e-14
AGPAT2,A4GALT,0.5104577886560694,0.5104577886560694,1.1484568883405326e-14
ALDOA,AADACL4,0.5100315527839393,0.5100315527839393,1.2182846613882797e-14
ANXA2,ABCC1,0.5093971699256146,0.5093971699256146,1.3299486287812524e-14
B2M,AASDH,0.507682342667295,0.507682342667295,1.6841963097266667e-14
ACTB,ABCD3,0.5076500642223343,0.5076500642223343,1.6916778742199787e-14
ANXA2,A2MP1,0.5073427046243854,0.5073427046243854,1.7645631550058295e-14
ACSL1,A4GALT,0.5068083840341303,0.5068083840341303,1.8986309304594394e-14
ANXA2,AATF,0.5028577246516135,0.5028577246516135,3.249935807518795e-14
BTBD9,AB019441.29,0.502304748388061,0.502304748388061,3.501945190525576e-14
CD36,A4GALT,0.4995518856223404,0.4995518856223404,5.068856177786034e-14
ALDOA,ABCA4,0.49947885236629147,0.49947885236629147,5.1185989438706713e-14
CD74,A4GALT,0.49942455835528077,0.49942455835528077,5.155886767583748e-14
ADIPOQ,A4GALT,0.49885456783319504,0.49885456783319504,5.5636902770679295e-14
ANXA2,ABCB9,0.49678769841831466,0.49678769841831466,7.323662285004144e-14
ACSL1,ABCD4,0.4964041536881515,0.4964041536881515,7.705316003268624e-14
AGPAT2,ABCD4,0.4954580689997949,0.4954580689997949,8.731587535626244e-14
ALDH1A1,AARSD1,0.4951928635090971,0.4951928635090971,9.042433410733477e-14
ACTG1,ABCC12,0.4949202635265223,0.4949202635265223,9.373188542988458e-14
CD36,ABCD4,0.4930546830078807,0.4930546830078807,1.197544410385583e-13
B2M,ABCB10,0.49184998017606857,0.49184998017606857,1.40171603036408e-13
ALDOA,ABC7-42404400C24.1,0.4910582329573912,0.4910582329573912,1.5539857316858596e-13
B2M,AAAS,0.4908551465721418,0.4908551465721418,1.5955723409382733e-13
AKR1C2,ABCC11,0.49005652542876044,0.49005652542876044,1.7698884902610648e-13
ACTG1,ABC13-47656900H15.1,0.4895519108373872,0.4895519108373872,1.8894605952837318e-13
ALDOA,ABCC11,0.487878913199512,0.487878913199512,2.344962337545885e-13
AKR1C2,ABCB7,0.48610451346946193,0.48610451346946193,2.9448509764067086e-13
ACTB,ABCD4,0.4842368030097636,0.4842368030097636,3.737479002457734e-13
ACTG1,ABCC5,0.4835628742554404,0.4835628742554404,4.071706385740757e-13
AHNAK,ABCC5,0.4817050675948254,0.4817050675948254,5.151076594460217e-13
AGPAT2,ABCA4,0.48119638595819714,0.48119638595819714,5.492276378022522e-13
ADIPOQ,ABCD4,0.4807396688181471,0.4807396688181471,5.817308784801965e-13
CD74,AARS,0.480597505897781,0.480597505897781,5.922252540224126e-13
ACSL1,ABCA4,0.4805766620888186,0.4805766620888186,5.937793514201589e-13
ALDOA,ABCD1,0.47962966096375903,0.47962966096375903,6.687357642154498e-13
B2M,ABCB8,0.479374737965439,0.479374737965439,6.904394110115661e-13
ANXA2,ABCA4,0.47917208571642467,0.47917208571642467,7.081809192040635e-13
AHNAK,ABCD1,0.477975396966871,0.477975396966871,8.223623508337442e-13
ADIPOQ,ABCA4,0.47706491099046333,0.47706491099046333,9.210588399004752e-13
B2M,AARS,0.4765636796305065,0.4765636796305065,9.80220365683699e-13
ACTB,ABCA7,0.4758937888377404,0.4758937888377404,1.0650964047883461e-12
ALDOA,ABCA7,0.4756340908240953,0.4756340908240953,1.0998901461701887e-12
ACTG1,ABCD4,0.47444860343396034,0.47444860343396034,1.2732902598084983e-12
CD36,ABCA4,0.4724101213056342,0.4724101213056342,1.6356168257634708e-12
ACTB,AASDH,0.47056543715513566,0.47056543715513566,2.048699490866738e-12
AHNAK,AACS,0.46994889818347735,0.46994889818347735,2.2081776139864204e-12
ADH1B,ABCD4,0.46967225897018616,0.46967225897018616,2.2836025042137747e-12
CD36,ABCB1,0.46789297965706855,0.46789297965706855,2.8322084740250106e-12
ALDH1A1,AADAT,0.4676341608070966,0.4676341608070966,2.922010303408015e-12
AGPAT2,AAAS,0.4657558513624683,0.4657558513624683,3.662049431720617e-12
AKR1C2,AADAT,0.4655601119734074,0.4655601119734074,3.7489262990026364e-12
ACTB,AACS,0.4649635364171552,0.4649635364171552,4.0262609469289025e-12
ACSL1,ABCB1,0.46491965117968354,0.46491965117968354,4.047432385694084e-12
ALDH1A1,AANAT,0.46479235796366747,0.46479235796366747,4.109456628351843e-12
ANXA2,ABCC5,0.464434027209676,0.464434027209676,4.2890615902817894e-12
ACTB,ABCC5,0.46318290750289015,0.46318290750289015,4.9780380020353895e-12
ACTB,ABCC11,0.46291653693287427,0.46291653693287427,5.138051498198432e-12
AGPAT2,ABCB1,0.4608451995945915,0.4608451995945915,6.565083248739541e-12
ADH1B,ABCA4,0.45957461706821096,0.45957461706821096,7.623942099607885e-12
ALDOA,ABCB9,0.45902306383638813,0.45902306383638813,8.133662540301777e-12
AHNAK,ABCD4,0.45725228038788224,0.45725228038788224,1.0004235803221093e-11
ACSL1,AAAS,0.4567708242448797,0.4567708242448797,1.0581247424028868e-11
ANXA2,AAK1,0.45491704234545466,0.45491704234545466,1.3120484124435735e-11
B2M,ABCA11P,0.4540011899183156,0.4540011899183156,1.458454733588441e-11
ADIPOQ,ABCB1,0.4536787212462847,0.4536787212462847,1.513689718845912e-11
ALDOA,ABCA3,0.45295922781128994,0.45295922781128994,1.6443577384763385e-11
CD36,AAAS,0.4528631581503537,0.4528631581503537,1.66261386744853e-11
ADIRF,ABCD4,0.4503545365133634,0.4503545365133634,2.2155163735710157e-11
ADH1B,ABCB1,0.44973545089995337,0.44973545089995337,2.3773258049288374e-11
ACTG1,AANAT,0.44961540954774826,0.44961540954774826,2.4100031691524864e-11
ANXA2,AASDH,0.44917807870512283,0.44917807870512283,2.532783511023736e-11
AHNAK,ABCA17P,0.4491161057037182,0.4491161057037182,2.5506666201537418e-11
AHNAK,ABCD3,0.44833908466041483,0.44833908466041483,2.785564000752389e-11
ACTG1,ABCD3,0.4471601737006152,0.4471601737006152,3.18256163139777e-11
ACSL1,ABCB7,0.44343532153426424,0.44343532153426424,4.832256574922886e-11
ADIPOQ,AAAS,0.44332691012788816,0.44332691012788816,4.8909810742789704e-11
CD36,ABCB7,0.4410014015871714,0.4410014015871714,6.331141835576538e-11
ADIRF,ABCB1,0.4398527515831441,0.4398527515831441,7.186756302311817e-11
ALDOA,ABCC3,0.4397025806172054,0.4397025806172054,7.306592546469162e-11
AGPAT2,ABCB7,0.4396274591879239,0.4396274591879239,7.36726473566485e-11
AKR1C2,ABCB10P1,0.43909321735882056,0.43909321735882056,7.813072282540837e-11
AKR1C2,AAGAB,0.4375820522460296,0.4375820522460296,9.220523025254084e-11
ADIRF,ABCA4,0.4370540162915251,0.4370540162915251,9.768040529960258e-11
ANXA2,ABCD1,0.4370237625726557,0.4370237625726557,9.800347856711964e-11
AGPAT2,ABCB8,0.43536544345506567,0.43536544345506567,1.1738983442635793e-10
ANXA2,AASDHPPT,0.4350500982932123,0.4350500982932123,1.214755843047454e-10
AHNAK,AADACL3,0.43445914937472374,0.43445914937472374,1.295067320463392e-10
ANXA2,ABCA11P,0.4338652748476398,0.4338652748476398,1.3809545778763774e-10
ANXA2,AADACL4,0.4325873058856546,0.4325873058856546,1.5849190033380258e-10
ACSL1,ABCA11P,0.43020532605208633,0.43020532605208633,2.0457600078309013e-10
CD74,AAMP,0.43013168393300905,0.43013168393300905,2.0619017423055364e-10
ACSL1,ABCB11,0.4292227099723555,0.4292227099723555,2.271595360054755e-10
AHNAK,ABCD1P5,0.42866362493096055,0.42866362493096055,2.410686831855151e-10
B2M,ABCA6,0.4281188344832142,0.4281188344832142,2.554144068630881e-10
ALDOA,AADACP1,0.427575732864066,0.427575732864066,2.705376425265175e-10
AGPAT2,ABCA11P,0.42717793826878686,0.42717793826878686,2.8216156920531926e-10
ACSL1,ABCB8,0.42562420753475183,0.42562420753475183,3.323772529787285e-10
ACTG1,AASDH,0.4243498830956473,0.4243498830956473,3.7992996264741495e-10
ADH1B,AAAS,0.4241695094143153,0.4241695094143153,3.8717187776644584e-10
CD74,AACS,0.42416003231681926,0.42416003231681926,3.8755605329912016e-10
ADIPOQ,ABCB7,0.42358674116159645,0.42358674116159645,4.1149532247600874e-10
ALDOA,ABCB11,0.4227258790171992,0.4227258790171992,4.5015369691873545e-10
AGPAT2,ABCB11,0.42234836324650793,0.42234836324650793,4.681953926535306e-10
CD36,ABCB8,0.420670885330609,0.420670885330609,5.571933239119078e-10
CD36,ABCB11,0.42014317914272087,0.42014317914272087,5.884314911108117e-10
ADH1B,ABCB7,0.4195171610398282,0.4195171610398282,6.276915168802765e-10
ANXA2,AARS2,0.419024302981425,0.419024302981425,6.603733633890473e-10
CD36,ABCA11P,0.41890346506751175,0.41890346506751175,6.686342774087744e-10
ALDH1A1,ABCC11,0.4184357412458451,0.4184357412458451,7.015628283176424e-10
ADIPOQ,ABCB11,0.4179706986930408,0.4179706986930408,7.358564044946127e-10
B2M,ABCD1,0.4170888232946975,0.4170888232946975,8.053981775877012e-10
ADIPOQ,ABCA11P,0.4170431642569801,0.4170431642569801,8.091667704043483e-10
AHNAK,ABCB7,0.4167239017022219,0.4167239017022219,8.359989950095802e-10
AKR1C2,ABCA4,0.41424596839351446,0.41424596839351446,1.0756319455405017e-09
B2M,ABCA5,0.412449383242782,0.412449383242782,1.2896404084161614e-09
ADIPOQ,ABCB8,0.41240570366668095,0.41240570366668095,1.2953251216322324e-09
ALDOA,AAK1,0.4113616499402992,0.4113616499402992,1.438648749521335e-09
AHNAK,ABCA8,0.4107365133447593,0.4107365133447593,1.5316830876772466e-09
ACTB,AADAT,0.40970850653833196,0.40970850653833196,1.697460189988808e-09
CD74,AARSD1,0.4087946408634748,0.4087946408634748,1.8592942580371116e-09
ADIRF,ABCB7,0.40715562361535274,0.40715562361535274,2.1876635951299024e-09
ADIRF,AAAS,0.4056897663390611,0.4056897663390611,2.5282962355888897e-09
ADH1B,ABCA11P,0.4050860952115008,0.4050860952115008,2.683005478638246e-09
ANXA2,ABCA1,0.4012395198832454,0.4012395198832454,3.906378317318899e-09
ACTG1,AB019441.29,0.400608126517927,0.400608126517927,4.15295335813181e-09
ADH1B,ABCB8,0.4004378143161712,0.4004378143161712,4.2219975605179925e-09
ANXA2,AAED1,0.3985457802704475,0.3985457802704475,5.067560802248315e-09
AHNAK,ABCC6,0.3977390534265355,0.3977390534265355,5.475854666709695e-09
ACTG1,ABC13-47488600E17.1,0.39543769964578945,0.39543769964578945,6.822761101821734e-09
AKR1C2,ABCD3,0.39527754583778557,0.39527754583778557,6.927548306245929e-09
AHNAK,AAR2,0.39433383085253965,0.39433383085253965,7.577278548946049e-09
ALDH1A1,ABCC10,0.39369326434712404,0.39369326434712404,8.051388817568898e-09
CD74,ABCB1,0.39318591877132203,0.39318591877132203,8.447084774904856e-09
AHNAK,ABCB6,0.3923604244056582,0.3923604244056582,9.131324650998886e-09
ACTB,AAK1,0.3899033322037299,0.3899033322037299,1.1499297411889879e-08
ALDH1A1,ABCB9,0.38945527770177363,0.38945527770177363,1.1990665278432543e-08
ACSL1,ABCD3,0.38888426804357357,0.38888426804357357,1.2646276525764529e-08
ACSL1,ABCD1,0.3886346555752943,0.3886346555752943,1.29436066990437e-08
AGPAT2,ABCD3,0.3884067182740969,0.3884067182740969,1.322099687876449e-08
ALDOA,ABCC2,0.38826902719614126,0.38826902719614126,1.3391328552781178e-08
ACTG1,ABC13-48559800H2.2,0.3877024319050649,0.3877024319050649,1.4114770829208711e-08
AKR1C2,AATF,0.38747684032539276,0.38747684032539276,1.44131750907056e-08
ACTG1,AAK1,0.38692275401563025,0.38692275401563025,1.517213727642876e-08
ADIRF,ABCB8,0.38589651034142775,0.38589651034142775,1.668079164503479e-08
CD36,ABCD3,0.3846686569120504,0.3846686569120504,1.8676229914083365e-08
ANXA2,ABCB10,0.3846538791494893,0.3846538791494893,1.8701592706927123e-08
ALDOA,ABC13-48559800H2.1,0.3842702522891959,0.3842702522891959,1.9371739394812634e-08
AGPAT2,ABCD1,0.3837795725248683,0.3837795725248683,2.0262675384151282e-08
ADH1B,ABCB11,0.38366504752891056,0.38366504752891056,2.047623272709554e-08
B2M,ABCC5,0.3828544436546525,0.3828544436546525,2.2050987202831055e-08
ANXA2,ABCC12,0.3816202346770914,0.3816202346770914,2.4674817127467575e-08
B2M,AAK1,0.3812202631239921,0.3812202631239921,2.5587843567854177e-08
CD36,ABCD1,0.380648867824523,0.380648867824523,2.694881977288934e-08
B2M,ABCA1,0.38031906109851615,0.38031906109851615,2.7765820010212363e-08
ADIRF,ABCA11P,0.37979698080772784,0.37979698080772784,2.9108089739375378e-08
ACTG1,ABCA4,0.37958552415738883,0.37958552415738883,2.9669336089311412e-08
ANXA2,ABCA3,0.3785673372998386,0.3785673372998386,3.2520895773891116e-08
AHNAK,AARS2,0.378370741710032,0.378370741710032,3.3101074610867294e-08
B2M,ABCC10,0.3779541416917337,0.3779541416917337,3.4363621053745475e-08
ANXA2,ABCA6,0.3777497837583174,0.3777497837583174,3.4999768939669005e-08
ANXA2,ABCB11,0.3765277985793749,0.3765277985793749,3.9046872093503786e-08
ADIPOQ,ABCD3,0.3747527510729429,0.3747527510729429,4.573697259807721e-08
ADH1B,ABCD3,0.3746986927014011,0.3746986927014011,4.595710126559238e-08
ANXA2,AANAT,0.374424977916575,0.374424977916575,4.7087419526038696e-08
AKR1C2,ABCC1,0.3744197819295199,0.3744197819295199,4.710913311952194e-08
AKR1C2,ABCB1,0.37408987716165415,0.37408987716165415,4.85076731585745e-08
AHNAK,ABCB8,0.37393829850626187,0.37393829850626187,4.9163559023855384e-08
ADIPOQ,ABCD1,0.3739031673455773,0.3739031673455773,4.931678588325705e-08
CD47,AB019441.29,0.3735509565540873,0.3735509565540873,5.087858191980871e-08
B2M,ABCA7,0.3735032969581765,0.3735032969581765,5.109353668321125e-08
CD74,AAAS,0.37265395979862614,0.37265395979862614,5.507392998218358e-08
ACTB,ABC13-47488600E17.1,0.37173880061969233,0.37173880061969233,5.969617932782873e-08
AKR1C2,ABCC5,0.37075703056554515,0.37075703056554515,6.506902132614382e-08
B2M,ABC9-43961700F1.1,0.3705270184137458,0.3705270184137458,6.639341279095646e-08
ADH1B,ABCA1,0.3704787678593394,0.3704787678593394,6.6674505139093e-08
AHNAK,AASS,0.3698689475881465,0.3698689475881465,7.032721357839066e-08
B2M,AAED1,0.3695125864320149,0.3695125864320149,7.254999870647974e-08
ACTB,AANAT,0.36827271331366923,0.36827271331366923,8.08219086305215e-08
ADH1B,AADACL3,0.3675428254989391,0.3675428254989391,8.610754043875962e-08
ACSL1,ABCA1,0.36727220722173104,0.36727220722173104,8.81504317512903e-08
ACSL1,AADACL3,0.3670230162662646,0.3670230162662646,9.007268901282355e-08
ACTG1,AACS,0.3662170821264522,0.3662170821264522,9.656930428699432e-08
ANXA2,ABCA2,0.3661204287467368,0.3661204287467368,9.737800110001902e-08
CD36,ABCA1,0.36579971289570645,0.36579971289570645,1.0010829275493294e-07
B2M,ABCC11,0.3657969939145296,0.3657969939145296,1.0013175111324145e-07
ALDOA,ABCA1,0.3652935535321813,0.3652935535321813,1.0456745883530398e-07
ACTB,AB019441.29,0.365019902067267,0.365019902067267,1.0705709782058825e-07
ALDOA,ABCA2,0.36487448422398855,0.36487448422398855,1.0840315059630666e-07
AKR1C2,ABCA11P,0.364776478167941,0.364776478167941,1.0931949115936782e-07
AKR1C2,ABCA3,0.36448643195608155,0.36448643195608155,1.1207516641134698e-07
AHNAK,ABCB10,0.36416303733016414,0.36416303733016414,1.1522632183624368e-07
AGPAT2,ABCA1,0.3641211222144407,0.3641211222144407,1.1564091764389606e-07
ACTG1,AAED1,0.3637992909938301,0.3637992909938301,1.1887232276349785e-07
ADIRF,ABCD3,0.36368969776154636,0.36368969776154636,1.1999237089722862e-07
ADIRF,ABCA1,0.3619316942475004,0.3619316942475004,1.394055020260603e-07
ACTB,AAED1,0.3610071674111622,0.3610071674111622,1.5079020372230908e-07
AKR1C2,ABCC10,0.36050526063501864,0.36050526063501864,1.5733907708480046e-07
ALDH1A1,ABC13-48559800H2.1,0.36037121050361276,0.36037121050361276,1.5913382351311577e-07
ADIPOQ,ABCA1,0.35966019308788894,0.35966019308788894,1.6898662300014078e-07
AHNAK,ABCA4,0.35939285415206645,0.35939285415206645,1.7284052222930033e-07
AHNAK,AASDHPPT,0.3589520235946129,0.3589520235946129,1.7938026384939586e-07
CD36,AADACL3,0.35868039184326866,0.35868039184326866,1.8352743602190514e-07
ADH1B,ABCA6,0.3579427713380412,0.3579427713380412,1.9525834308374934e-07
ACSL1,ABCA6,0.3578861362146775,0.3578861362146775,1.9618818771060066e-07
ADIPOQ,AADACL3,0.35774263545196283,0.35774263545196283,1.98563259176638e-07
AGPAT2,AADACL3,0.357560756560927,0.357560756560927,2.0161317061180954e-07
B2M,ABCB11,0.3562233947980785,0.3562233947980785,2.2545997238813079e-07
ALDOA,AAED1,0.3559379154930914,0.3559379154930914,2.3088964026822266e-07
ACTB,ABC13-47656900H15.1,0.35488208462154763,0.35488208462154763,2.5208093431148527e-07
AC010970.2,AADACL4,0.3543073748350884,0.3543073748350884,2.6438685384543313e-07
ADH1B,ABCD1,0.35226345884266097,0.35226345884266097,3.129872913697826e-07
ADIRF,ABCB11,0.3515244785884216,0.3515244785884216,3.325805875890368e-07
CD74,AASDH,0.3504464820568457,0.3504464820568457,3.6328242269035843e-07
AHNAK,ABCC13,0.34958219450548234,0.34958219450548234,3.898402634015528e-07
AGPAT2,ABCA6,0.3489263554066365,0.3489263554066365,4.1122328621905067e-07
CD36,ABCA6,0.3477076679056658,0.3477076679056658,4.539750730978258e-07
ADIRF,AADACL3,0.3473304540941512,0.3473304540941512,4.680483665294427e-07
ADIPOQ,ABCA6,0.3461561335344037,0.3461561335344037,5.14583958253379e-07
ACTG1,ABCC6P2,0.34507439172312304,0.34507439172312304,5.613430105370658e-07
ALDH1A1,AARS2,0.34456001084887905,0.34456001084887905,5.849781778722338e-07
CD74,ABCC1,0.3443191455700215,0.3443191455700215,5.963701216730223e-07
ALDH1A1,AAGAB,0.3378113957063741,0.3378113957063741,9.981261551773146e-07
AGPAT2,ABCC11,0.3377028436786939,0.3377028436786939,1.0066381458147136e-06
AHNAK,A3GALT2,0.3374255695911524,0.3374255695911524,1.0286961906390592e-06
ACSL1,ABCC11,0.33677618133249443,0.33677618133249443,1.08217819138688e-06
AKR1C2,ABCD1,0.33525706718917,0.33525706718917,1.2178538570719832e-06
B2M,AARS2,0.3339162494217882,0.3339162494217882,1.3509649415920104e-06
CD74,ABCD4,0.33375481757672876,0.33375481757672876,1.3678975198714877e-06
ACSL1,AASDH,0.3329611015776936,0.3329611015776936,1.4541386765283612e-06
AKR1C2,ABCA2,0.33243555946580744,0.33243555946580744,1.5140702528760092e-06
AHNAK,ABCA7,0.33219040869663147,0.33219040869663147,1.5428259457908713e-06
AKR1C2,ABCB11,0.33101590044642887,0.33101590044642887,1.6879732244377645e-06
ADIRF,ABCA6,0.33028184798732163,0.33028184798732163,1.785205918562814e-06
ADIRF,ABCD1,0.3298939658278735,0.3298939658278735,1.8387187152117975e-06
ALDOA,ABCA6,0.32962199866217706,0.32962199866217706,1.877148202080957e-06
CD74,AARS2,0.3293093502839981,0.3293093502839981,1.9222721779787957e-06
ACTG1,ABCA3,0.3283431726020219,0.3283431726020219,2.068346660335763e-06
ALDOA,ABCB10P1,0.3283088847486808,0.3283088847486808,2.0737201753762005e-06
ADH1B,ABCC11,0.32785039698207363,0.32785039698207363,2.1468642054889657e-06
AGPAT2,AASDH,0.3271106313011295,0.3271106313011295,2.270090570943258e-06
ACTB,ABCC6P2,0.3270301901161304,0.3270301901161304,2.283889178198887e-06
BTBD9,ABCD4,0.32684118862804795,0.32684118862804795,2.3166250246785917e-06
CD36,AASDH,0.3258677437194165,0.3258677437194165,2.4924338695407683e-06
ACTB,ABCC12,0.3253433841233936,0.3253433841233936,2.592330450697483e-06
ADIPOQ,ABCC11,0.3252976087172452,0.3252976087172452,2.6012298963325703e-06
AGPAT2,AAGAB,0.3250538996923189,0.3250538996923189,2.6491026818613373e-06
B2M,AADACL3,0.32487000594648563,0.32487000594648563,2.685779934090688e-06
CD36,ABCC11,0.32465939683856054,0.32465939683856054,2.728379585531071e-06
ACTB,ABCC4,0.3242495355030381,0.3242495355030381,2.8131332333469824e-06
CD74,ABCD3,0.3242372661234472,0.3242372661234472,2.8157086173212074e-06
ADH1B,AASDH,0.3242111448011657,0.3242111448011657,2.8211990504400585e-06
ACTB,AADAC,0.3240939477007115,0.3240939477007115,2.8459583952077805e-06
AHNAK,AAMP,0.3239070489153852,0.3239070489153852,2.885871653715077e-06
ACSL1,AAGAB,0.32276251334074785,0.32276251334074785,3.142164733288261e-06
B2M,ABCA4,0.32272376707293776,0.32272376707293776,3.1512093362112216e-06
AKR1C2,ABCA1,0.3223256921720887,0.3223256921720887,3.2455791196841985e-06
ANXA2,AADACL3,0.322234627284927,0.322234627284927,3.267542376619289e-06
ANXA2,ABCA7,0.32055089310065954,0.32055089310065954,3.7000338140818435e-06
ACTB,ABCA11P,0.32033936705008886,0.32033936705008886,3.7580689455727725e-06
AKR1C2,AASDH,0.32031398346579576,0.32031398346579576,3.7650911969115692e-06
CD36,AAGAB,0.318518592681703,0.318518592681703,4.294710240610458e-06
ACTG1,AADAC,0.31802822044146,0.31802822044146,4.451245155110861e-06
AKR1C2,ABCC12,0.31705405280628907,0.31705405280628907,4.778450654526113e-06
AKR1C2,AASDHPPT,0.31535325645019036,0.31535325645019036,5.405205791899209e-06
ADIPOQ,AASDH,0.314583297790325,0.314583297790325,5.7139389459209905e-06
ANXA2,ABC13-47488600E17.1,0.3137863725078899,0.3137863725078899,6.051085705535845e-06
AKR1C2,ABCB10,0.3134574452423025,0.3134574452423025,6.195677863523326e-06
CD74,ABCB8,0.313132242389242,0.313132242389242,6.341854066283622e-06
ADIRF,AASDH,0.3128537928876034,0.3128537928876034,6.469611592181917e-06
ACTG1,ABCA11P,0.3113213362189656,0.3113213362189656,7.21761307392829e-06
ALDH1A1,AADAC,0.3107022236280817,0.3107022236280817,7.54249532793104e-06
ALDH1A1,AATF,0.3098489185463726,0.3098489185463726,8.013075433793756e-06
ADH1B,AAGAB,0.3096378208933032,0.3096378208933032,8.133717037659591e-06
ALDOA,AB019441.29,0.3088065755244613,0.3088065755244613,8.625729699315413e-06
AKR1C2,ABCB9,0.3083619947884739,0.3083619947884739,8.90033111417774e-06
ADIRF,ABCC11,0.3083042221086284,0.3083042221086284,8.936617888193973e-06
AHNAK,AAGAB,0.3082539408521644,0.3082539408521644,8.968313467454501e-06
CD74,ABCC4,0.30776206570495235,0.30776206570495235,9.28404783910225e-06
AKR1C2,AAK1,0.30757125942979163,0.30757125942979163,9.409340248790212e-06
AKR1C2,AANAT,0.3074529821402637,0.3074529821402637,9.487809751909732e-06
CD74,ABCD2,0.30706464155714425,0.30706464155714425,9.749834357252497e-06
ACTB,ABCD1,0.30687245041524747,0.30687245041524747,9.882034665048994e-06
ADIRF,AAGAB,0.30631821524669406,0.30631821524669406,1.0272850332862042e-05
ALDOA,AANAT,0.30590415918003105,0.30590415918003105,1.0574331142399477e-05
ACSL1,ABCC5,0.305548840942233,0.305548840942233,1.0839709980814649e-05
ADIPOQ,AAGAB,0.305530140047775,0.305530140047775,1.0853850597399987e-05
AHNAK,A2MP1,0.3055204845345288,0.3055204845345288,1.0861158420355164e-05
ACTB,ABCA6,0.30548123740639826,0.30548123740639826,1.0890910818809068e-05
ANXA2,ABC14-864958H18.2,0.30271345906656816,0.30271345906656816,1.3195272391242823e-05
CD36,ABCC5,0.30212866094439644,0.30212866094439644,1.3737950812129721e-05
CD74,ABCA7,0.3007351281833482,0.3007351281833482,1.5117509867930882e-05
AGPAT2,AATF,0.3005163138805174,0.3005163138805174,1.5345690553738252e-05
AGPAT2,ABCC5,0.30001650460162055,0.30001650460162055,1.587917631820119e-05
