TF,Target,Correlation
AHNAK,ABC7-42391500H16.4,0.049564304852508144
AHNAK,ABC12-47964100C23.1,0.2803534548734586
AHNAK,AADAT,0.29201729531629117
AHNAK,AADACL3,0.43445914937472374
AHNAK,AB019441.29,0.06718843121401984
AHNAK,A2M,0.2715051917171418
AHNAK,ABCB10P3,-0.01796472500221139
AHNAK,ABCA7,0.33219040869663147
AHNAK,AASS,0.3698689475881465
AHNAK,ABCB8,0.37393829850626187
AHNAK,ABCC13,0.34958219450548234
AHNAK,AARS,0.20692340893734315
AHNAK,ABCA8,0.4107365133447593
AHNAK,ABCB4,0.6278929593519891
AHNAK,AASDH,0.6491504854832617
AHNAK,A4GALT,0.5707068747053367
AHNAK,ABCB6,0.3923604244056582
AHNAK,ABCC6P2,0.5578243050439843
AHNAK,ABCB10P1,0.005377055520179519
AHNAK,ABCB11,0.2803010897594333
AHNAK,ABCB10P4,-0.019546694209121848
AHNAK,ABCC11,0.5983099560038643
AHNAK,A1BG,0.5362782179676789
AHNAK,AAGAB,0.3082539408521644
AHNAK,AADACL4,0.12474050015624684
AHNAK,ABCB10,0.36416303733016414
AHNAK,AASDHPPT,0.3589520235946129
AHNAK,ABCD2,0.29159473338843644
AHNAK,ABCC5,0.4817050675948254
AHNAK,ABC13-48559800H2.1,0.192474740070456
AHNAK,AAED1,0.9321910706478267
AHNAK,ABCA6,0.8340206525761948
AHNAK,ABCD3,0.44833908466041483
AHNAK,ABCD1,0.477975396966871
AHNAK,AATK-AS1,0.2706604909489443
AHNAK,ABC13-47656900H15.1,0.06411263055066126
AHNAK,ABCD1P5,0.42866362493096055
AHNAK,ABCA5,0.6310015134413304
AHNAK,ABCA2,0.25524350628106757
AHNAK,ABCB9,0.5405029231772134
AHNAK,ABC7-42418200C9.1,0.1379749242051485
AHNAK,ABC7-42404400C24.1,0.10343880583045409
AHNAK,AARSD1,0.2805056617466667
AHNAK,ABCA10,0.6227520173316431
AHNAK,AADACP1,0.04126978593575121
AHNAK,AAR2,0.39433383085253965
AHNAK,A3GALT2,0.3374255695911524
AHNAK,AADAC,0.2746543246118904
AHNAK,ABCA3,0.12653622980044615
AHNAK,ABCA4,0.35939285415206645
AHNAK,A2MP1,0.3055204845345288
AHNAK,AAMP,0.3239070489153852
AHNAK,ABCA11P,0.5381262904761358
AHNAK,ABCA1,0.6273963164505979
AHNAK,ABCC3,0.05302661459619583
AHNAK,ABCC10,0.6508169150184742
AHNAK,ABCC2,0.03453350708334
AHNAK,AAAS,0.27884737951682864
AHNAK,ABCA9,0.620965030686006
AHNAK,AACS,0.46994889818347735
AHNAK,ABCC4,0.10746753303077196
AHNAK,ABC9-43961700F1.1,-0.0024325282656723598
AHNAK,ABCC6,0.3977390534265355
AHNAK,ABCC6P1,0.2508043202404286
AHNAK,ABCC12,-0.003826845412749057
AHNAK,ABCA17P,0.4491161057037182
AHNAK,ABC13-48559800H2.2,-0.02122228986256105
AHNAK,AANAT,0.17555043080357116
AHNAK,ABC13-47488600E17.1,0.5264761460603841
AHNAK,AARS2,0.378370741710032
AHNAK,ABCC9,0.5129944184748124
AHNAK,ABCC1,0.2487074891274401
AHNAK,AATF,0.2216894958598756
AHNAK,ABCB1,0.19884242310678812
AHNAK,AAMDC,0.29491978275910513
ACTB,ABC14-864958H18.2,0.23291733894125305
ACTB,ABCB7,0.6674595995242818
ACTB,AAK1,0.3899033322037299
ACTB,ABCD4,0.4842368030097636
ACTB,ABC7-42391500H16.4,0.09637744468761322
ACTB,ABC12-47964100C23.1,0.17158698977129
ACTB,AADAT,0.40970850653833196
ACTB,AADACL3,0.11819300936171256
ACTB,AB019441.29,0.365019902067267
ACTB,A2M,0.14281717627397064
ACTB,ABCB10P3,-0.019465186485893918
ACTB,ABCA7,0.4758937888377404
ACTB,AASS,0.09155301345010423
ACTB,ABCB8,0.7437634055344832
ACTB,ABCC13,0.08817818908259796
ACTB,AARS,0.7969110177682417
ACTB,ABCA8,0.17420000057932827
ACTB,ABCB4,0.2659962208152027
ACTB,AASDH,0.47056543715513566
ACTB,A4GALT,0.7231342566092207
ACTB,ABCB6,0.6432512434960939
ACTB,ABCC6P2,0.3270301901161304
ACTB,ABCB10P1,0.5318931812793732
ACTB,ABCB11,0.14884957889294786
ACTB,ABCB10P4,-0.027564958387378633
ACTB,ABCC11,0.46291653693287427
ACTB,A1BG,0.283053654399549
ACTB,AAGAB,0.7130761183687039
ACTB,AADACL4,0.10046440106793866
ACTB,ABCB10,0.6585186373220646
ACTB,AASDHPPT,0.6659591029237211
ACTB,ABCD2,0.19907724608519511
ACTB,ABCC5,0.46318290750289015
ACTB,ABC13-48559800H2.1,0.5521772840276371
ACTB,AAED1,0.3610071674111622
ACTB,ABCA6,0.30548123740639826
ACTB,ABCD3,0.5076500642223343
ACTB,ABCD1,0.30687245041524747
ACTB,AATK-AS1,0.17011545416934246
ACTB,ABC13-47656900H15.1,0.35488208462154763
ACTB,ABCD1P5,0.07352920660463307
ACTB,ABCA5,0.2853732967590216
ACTB,ABCA2,0.2436257652566731
ACTB,ABCB9,0.5305481462461968
ACTB,ABC7-42418200C9.1,0.02089996607284809
ACTB,ABC7-42404400C24.1,0.5361189149098537
ACTB,AARSD1,0.6710739154710534
ACTB,ABCA10,0.22298148747862562
ACTB,AADACP1,0.5615625321123625
ACTB,AAR2,0.805333488561023
ACTB,A3GALT2,0.1737746062077157
ACTB,AADAC,0.3240939477007115
ACTB,ABCA3,0.25930503859528165
ACTB,ABCA4,0.2954915435030486
ACTB,A2MP1,0.16446578452449095
ACTB,AAMP,0.7072127445928088
ACTB,ABCA11P,0.32033936705008886
ACTB,ABCA1,0.2034454619568279
ACTB,ABCC3,0.5895819949851465
ACTB,ABCC10,0.6225370307263688
ACTB,ABCC2,0.5624377126561544
ACTB,AAAS,0.795531027298966
ACTB,ABCA9,0.21225079343474967
ACTB,AACS,0.4649635364171552
ACTB,ABCC4,0.3242495355030381
ACTB,ABC9-43961700F1.1,0.5379737092844921
ACTB,ABCC6,0.19934340482888604
ACTB,ABCC6P1,0.12740461892036717
ACTB,ABCC12,0.3253433841233936
ACTB,ABCA17P,0.14648274258545443
ACTB,ABC13-48559800H2.2,0.16271135904933107
ACTB,AANAT,0.36827271331366923
ACTB,ABC13-47488600E17.1,0.37173880061969233
ACTB,AARS2,0.5845739010386859
ACTB,ABCC9,0.18885053808243285
ACTB,ABCC1,0.7222444834061401
ACTB,AATF,0.7462628265786543
ACTB,ABCB1,0.2979061937007116
ACTB,AAMDC,0.2017114469304735
ACSL1,ABC14-864958H18.2,0.228079049391203
ACSL1,ABCB7,0.44343532153426424
ACSL1,AAK1,0.2980823693225195
ACSL1,ABCD4,0.4964041536881515
ACSL1,ABC7-42391500H16.4,0.14433745999529413
ACSL1,ABC12-47964100C23.1,0.9631573621717386
ACSL1,AADAT,0.25961571012039963
ACSL1,AADACL3,0.3670230162662646
ACSL1,AB019441.29,0.1720932224482206
ACSL1,A2M,0.9143621684692744
ACSL1,ABCB10P3,-0.00225056829939842
ACSL1,ABCA7,0.20718546602703433
ACSL1,AASS,0.07546398996286785
ACSL1,ABCB8,0.42562420753475183
ACSL1,ABCC13,0.029163493180562206
ACSL1,AARS,0.26339419484479565
ACSL1,ABCA8,0.9372190906134491
ACSL1,ABCB4,0.08207291019581486
ACSL1,AASDH,0.3329611015776936
ACSL1,A4GALT,0.5068083840341303
ACSL1,ABCB6,0.6989419354871982
ACSL1,ABCC6P2,0.722323417186897
ACSL1,ABCB10P1,-0.0179346316309671
ACSL1,ABCB11,0.4292227099723555
ACSL1,ABCB10P4,-0.01207331644607864
ACSL1,ABCC11,0.33677618133249443
ACSL1,A1BG,0.14895274812431739
ACSL1,AAGAB,0.32276251334074785
ACSL1,AADACL4,0.6039672883519528
ACSL1,ABCB10,0.26362868574418996
ACSL1,AASDHPPT,0.24424179906642413
ACSL1,ABCD2,0.9674041205609162
ACSL1,ABCC5,0.305548840942233
ACSL1,ABC13-48559800H2.1,-0.021607786698585617
ACSL1,AAED1,0.2664676428721721
ACSL1,ABCA6,0.3578861362146775
ACSL1,ABCD3,0.38888426804357357
ACSL1,ABCD1,0.3886346555752943
ACSL1,AATK-AS1,0.9339804615900088
ACSL1,ABC13-47656900H15.1,0.12252063010613837
ACSL1,ABCD1P5,0.0534703316590664
ACSL1,ABCA5,0.2923489054931722
ACSL1,ABCA2,0.2594340855771677
ACSL1,ABCB9,0.13492370230888884
ACSL1,ABC7-42418200C9.1,0.014158976873687569
ACSL1,ABC7-42404400C24.1,0.15599403188441582
ACSL1,AARSD1,0.7322899324385771
ACSL1,ABCA10,0.8546371379794399
ACSL1,AADACP1,0.031560341415863315
ACSL1,AAR2,0.5495734970971083
ACSL1,A3GALT2,0.028667563103967907
ACSL1,AADAC,0.937282643242774
ACSL1,ABCA3,0.2920907769247187
ACSL1,ABCA4,0.4805766620888186
ACSL1,A2MP1,0.7523091394241295
ACSL1,AAMP,0.6774827500812649
ACSL1,ABCA11P,0.43020532605208633
ACSL1,ABCA1,0.36727220722173104
ACSL1,ABCC3,0.02886296929782874
ACSL1,ABCC10,0.20319808909827616
ACSL1,ABCC2,0.0037870317910541312
ACSL1,AAAS,0.4567708242448797
ACSL1,ABCA9,0.864407238637596
ACSL1,AACS,0.8658500575278897
ACSL1,ABCC4,-0.0021994244888871688
ACSL1,ABC9-43961700F1.1,0.0019330695524976862
ACSL1,ABCC6,0.987852504022578
ACSL1,ABCC6P1,0.7547297923651043
ACSL1,ABCC12,-0.0420523493056219
ACSL1,ABCA17P,0.1850989281067572
ACSL1,ABC13-48559800H2.2,-0.012084974363470804
ACSL1,AANAT,0.08164026476809995
ACSL1,ABC13-47488600E17.1,0.08101198200813542
ACSL1,AARS2,0.16109959017917327
ACSL1,ABCC9,0.8095995938421298
ACSL1,ABCC1,0.06020262128961952
ACSL1,AATF,0.2991699813505581
ACSL1,ABCB1,0.46491965117968354
ACSL1,AAMDC,0.9571269207752771
CD36,ABC14-864958H18.2,0.2186286444409921
CD36,ABCB7,0.4410014015871714
CD36,AAK1,0.2880051285152188
CD36,ABCD4,0.4930546830078807
CD36,ABC7-42391500H16.4,0.1444732012139398
CD36,ABC12-47964100C23.1,0.9724820405206139
CD36,AADAT,0.2567853121913102
CD36,AADACL3,0.35868039184326866
CD36,AB019441.29,0.17496679202504087
CD36,A2M,0.9142772331395193
CD36,ABCB10P3,-0.002104563291716818
CD36,ABCA7,0.20446658697376024
CD36,AASS,0.070845249525741
CD36,ABCB8,0.420670885330609
CD36,ABCC13,0.0166145752913464
CD36,AARS,0.25664773955427866
CD36,ABCA8,0.9345765784192079
CD36,ABCB4,0.06690149225340736
CD36,AASDH,0.3258677437194165
CD36,A4GALT,0.4995518856223404
CD36,ABCB6,0.6996879094628142
CD36,ABCC6P2,0.7183052219199223
CD36,ABCB10P1,-0.020274647809162098
CD36,ABCB11,0.42014317914272087
CD36,ABCB10P4,-0.011786027966086517
CD36,ABCC11,0.32465939683856054
CD36,A1BG,0.14751201782093967
CD36,AAGAB,0.318518592681703
CD36,AADACL4,0.6308259898579034
CD36,ABCB10,0.2622986935971816
CD36,AASDHPPT,0.2408749850930827
CD36,ABCD2,0.9658953236387755
CD36,ABCC5,0.30212866094439644
CD36,ABC13-48559800H2.1,-0.01886051377396083
CD36,AAED1,0.2608716993373964
CD36,ABCA6,0.3477076679056658
CD36,ABCD3,0.3846686569120504
CD36,ABCD1,0.380648867824523
CD36,AATK-AS1,0.9432486683122014
CD36,ABC13-47656900H15.1,0.11631642491630594
CD36,ABCD1P5,0.05309295815549113
CD36,ABCA5,0.2786060953549012
CD36,ABCA2,0.25075754915881043
CD36,ABCB9,0.13275172330643342
CD36,ABC7-42418200C9.1,0.012438402202761363
CD36,ABC7-42404400C24.1,0.1500171978466456
CD36,AARSD1,0.7339944837883771
CD36,ABCA10,0.8408833861343955
CD36,AADACP1,0.03095805665497246
CD36,AAR2,0.5476111616788629
CD36,A3GALT2,0.01914655670709866
CD36,AADAC,0.9423085841859192
CD36,ABCA3,0.2850962575476387
CD36,ABCA4,0.4724101213056342
CD36,A2MP1,0.7405994076602428
CD36,AAMP,0.6752563302872077
CD36,ABCA11P,0.41890346506751175
CD36,ABCA1,0.36579971289570645
CD36,ABCC3,0.026827633711490457
CD36,ABCC10,0.19378474889202452
CD36,ABCC2,0.00013179235699629644
CD36,AAAS,0.4528631581503537
CD36,ABCA9,0.8548343700437595
CD36,AACS,0.87487219162257
CD36,ABCC4,0.023928812921687578
CD36,ABC9-43961700F1.1,-0.011903082745129301
CD36,ABCC6,0.9815389054583419
CD36,ABCC6P1,0.7561173319755863
CD36,ABCC12,-0.043383251221282934
CD36,ABCA17P,0.17962095154601143
CD36,ABC13-48559800H2.2,-0.0126151199032032
CD36,AANAT,0.07172405133827653
CD36,ABC13-47488600E17.1,0.07583554846109357
CD36,AARS2,0.15302996963953314
CD36,ABCC9,0.8029137389368184
CD36,ABCC1,0.06442879464024046
CD36,AATF,0.2952025905137955
CD36,ABCB1,0.46789297965706855
CD36,AAMDC,0.9672362394170745
ADIPOQ,ABC14-864958H18.2,0.21948682625306465
ADIPOQ,ABCB7,0.42358674116159645
ADIPOQ,AAK1,0.28196272689977103
ADIPOQ,ABCD4,0.4807396688181471
ADIPOQ,ABC7-42391500H16.4,0.14293585895622885
ADIPOQ,ABC12-47964100C23.1,0.9715295951113316
ADIPOQ,AADAT,0.25644768121777334
ADIPOQ,AADACL3,0.35774263545196283
ADIPOQ,AB019441.29,0.1676954243535105
ADIPOQ,A2M,0.9165177649983737
ADIPOQ,ABCB10P3,-0.0015370275651342452
ADIPOQ,ABCA7,0.18434694762899403
ADIPOQ,AASS,0.07147098059707103
ADIPOQ,ABCB8,0.41240570366668095
ADIPOQ,ABCC13,0.012815831938251995
ADIPOQ,AARS,0.24787482130234087
ADIPOQ,ABCA8,0.9360121525424406
ADIPOQ,ABCB4,0.06566012785510414
ADIPOQ,AASDH,0.314583297790325
ADIPOQ,A4GALT,0.49885456783319504
ADIPOQ,ABCB6,0.690407216798106
ADIPOQ,ABCC6P2,0.7207273006187078
ADIPOQ,ABCB10P1,-0.01869242000148944
ADIPOQ,ABCB11,0.4179706986930408
ADIPOQ,ABCB10P4,-0.010902269711065567
ADIPOQ,ABCC11,0.3252976087172452
ADIPOQ,A1BG,0.13451561515765753
ADIPOQ,AAGAB,0.305530140047775
ADIPOQ,AADACL4,0.6245938141025471
ADIPOQ,ABCB10,0.24385809669927275
ADIPOQ,AASDHPPT,0.2268494863180976
ADIPOQ,ABCD2,0.9674119090502227
ADIPOQ,ABCC5,0.28430665312734615
ADIPOQ,ABC13-48559800H2.1,-0.03835194666485436
ADIPOQ,AAED1,0.2527306230488058
ADIPOQ,ABCA6,0.3461561335344037
ADIPOQ,ABCD3,0.3747527510729429
ADIPOQ,ABCD1,0.3739031673455773
ADIPOQ,AATK-AS1,0.9423882651392564
ADIPOQ,ABC13-47656900H15.1,0.11326663873249786
ADIPOQ,ABCD1P5,0.05313971648528288
ADIPOQ,ABCA5,0.27717249373426556
ADIPOQ,ABCA2,0.2510978708028422
ADIPOQ,ABCB9,0.1221309070095048
ADIPOQ,ABC7-42418200C9.1,0.01270254566630143
ADIPOQ,ABC7-42404400C24.1,0.15200000381898265
ADIPOQ,AARSD1,0.7263979870731951
ADIPOQ,ABCA10,0.8438539851107217
ADIPOQ,AADACP1,0.029244434427965423
ADIPOQ,AAR2,0.5329000594092679
ADIPOQ,A3GALT2,0.01755827719273915
ADIPOQ,AADAC,0.942366567284446
ADIPOQ,ABCA3,0.28790042133638205
ADIPOQ,ABCA4,0.47706491099046333
ADIPOQ,A2MP1,0.7414314973737279
ADIPOQ,AAMP,0.6665253980385251
ADIPOQ,ABCA11P,0.4170431642569801
ADIPOQ,ABCA1,0.35966019308788894
ADIPOQ,ABCC3,0.027488272579919735
ADIPOQ,ABCC10,0.1826140112539479
ADIPOQ,ABCC2,0.0010640898659564704
ADIPOQ,AAAS,0.44332691012788816
ADIPOQ,ABCA9,0.8561997751322026
ADIPOQ,AACS,0.8613504216592859
ADIPOQ,ABCC4,-0.014538247853347936
ADIPOQ,ABC9-43961700F1.1,-0.010801599798206288
ADIPOQ,ABCC6,0.9839315400086618
ADIPOQ,ABCC6P1,0.7578866728500626
ADIPOQ,ABCC12,-0.039670264429262025
ADIPOQ,ABCA17P,0.1794237764579271
ADIPOQ,ABC13-48559800H2.2,-0.011305027721573014
ADIPOQ,AANAT,0.06953087458734712
ADIPOQ,ABC13-47488600E17.1,0.06421362777154481
ADIPOQ,AARS2,0.14171760516922638
ADIPOQ,ABCC9,0.8024150218395891
ADIPOQ,ABCC1,0.04127290975809
ADIPOQ,AATF,0.2806796604630068
ADIPOQ,ABCB1,0.4536787212462847
ADIPOQ,AAMDC,0.9649116215022996
BTBD9,ABC14-864958H18.2,-0.006142236295786928
BTBD9,ABCB7,-0.048294622494296495
BTBD9,AAK1,0.04025785212852619
BTBD9,ABCD4,0.32684118862804795
BTBD9,ABC7-42391500H16.4,0.005606686004373776
BTBD9,ABC12-47964100C23.1,-0.007628576723153165
BTBD9,AADAT,0.02948673523422542
BTBD9,AADACL3,-0.012681975508553649
BTBD9,AB019441.29,0.502304748388061
BTBD9,A2M,-0.02861104035619169
BTBD9,ABCB10P3,4.430384612409852e-05
BTBD9,ABCA7,-0.03330529509046795
BTBD9,AASS,-0.023707445321122466
BTBD9,ABCB8,-0.0033728939841846215
BTBD9,ABCC13,0.00539967382896495
BTBD9,AARS,-0.04747472216848834
BTBD9,ABCA8,-0.01139116521097617
BTBD9,ABCB4,-0.0026783001029472044
BTBD9,AASDH,-0.04103748442182049
BTBD9,A4GALT,-0.026925908837470963
BTBD9,ABCB6,-0.03001225464742352
BTBD9,ABCC6P2,-0.018243305329395578
BTBD9,ABCB10P1,-0.018094236716597725
BTBD9,ABCB11,-0.03490074583269966
BTBD9,ABCB10P4,-0.010157363190338217
BTBD9,ABCC11,-0.02142611357416371
BTBD9,A1BG,0.12884152585381772
BTBD9,AAGAB,-0.027519085303340407
BTBD9,AADACL4,-0.01188234120326573
BTBD9,ABCB10,-0.033604741143052445
BTBD9,AASDHPPT,-0.046957751959152534
BTBD9,ABCD2,-0.008573477831733215
BTBD9,ABCC5,-0.031062021512007036
BTBD9,ABC13-48559800H2.1,0.017454667009443973
BTBD9,AAED1,0.0051987243067342665
BTBD9,ABCA6,-0.004475905369814804
BTBD9,ABCD3,-0.05804964802277406
BTBD9,ABCD1,-0.02957427006776226
BTBD9,AATK-AS1,0.02258129396055164
BTBD9,ABC13-47656900H15.1,0.046787515174670155
BTBD9,ABCD1P5,-0.011813480597881319
BTBD9,ABCA5,-0.016672558018737592
BTBD9,ABCA2,-0.0503029192713454
BTBD9,ABCB9,-0.009867726705454131
BTBD9,ABC7-42418200C9.1,0.8208232703143085
BTBD9,ABC7-42404400C24.1,-0.014944093883886598
BTBD9,AARSD1,-0.029020130407762624
BTBD9,ABCA10,-0.004777365460567261
BTBD9,AADACP1,-0.012577557219780123
BTBD9,AAR2,-0.03453294368874149
BTBD9,A3GALT2,0.020066672582492905
BTBD9,AADAC,-0.011635992041812657
BTBD9,ABCA3,-0.04383096037391369
BTBD9,ABCA4,-0.03470476671196694
BTBD9,A2MP1,-0.03639042411199833
BTBD9,AAMP,-0.039492159060084124
BTBD9,ABCA11P,-0.005354954357715276
BTBD9,ABCA1,-0.010595575906427969
BTBD9,ABCC3,-0.01530712362883297
BTBD9,ABCC10,-0.027592421415687133
BTBD9,ABCC2,-0.009632358901372425
BTBD9,AAAS,-0.03375262089510332
BTBD9,ABCA9,-0.008138119542649477
BTBD9,AACS,-0.017297366829725092
BTBD9,ABCC4,-0.011832397169679525
BTBD9,ABC9-43961700F1.1,-0.005474621996017625
BTBD9,ABCC6,-0.0069617363091958465
BTBD9,ABCC6P1,-0.013840313954626133
BTBD9,ABCC12,-0.041977497238955025
BTBD9,ABCA17P,0.008614706689094793
BTBD9,ABC13-48559800H2.2,-0.005252729923354857
BTBD9,AANAT,0.02794073402926691
BTBD9,ABC13-47488600E17.1,-0.017765468284033768
BTBD9,AARS2,-0.021976148933758807
BTBD9,ABCC9,-0.012576726473457022
BTBD9,ABCC1,-0.019770451012557755
BTBD9,AATF,-0.04782250587768513
BTBD9,ABCB1,-0.031203197499138816
BTBD9,AAMDC,-0.009046045955887915
ACTG1,ABC14-864958H18.2,0.29281852652097373
ACTG1,ABCB7,0.5532289909983786
ACTG1,AAK1,0.38692275401563025
ACTG1,ABCD4,0.47444860343396034
ACTG1,ABC7-42391500H16.4,0.11535364403577589
ACTG1,ABC12-47964100C23.1,0.09725399487178492
ACTG1,AADAT,0.5527959296136846
ACTG1,AADACL3,0.0983392197048223
ACTG1,AB019441.29,0.400608126517927
ACTG1,A2M,0.05530317740119397
ACTG1,ABCB10P3,-0.01721190525522273
ACTG1,ABCA7,0.5269498155747049
ACTG1,AASS,0.10901654384923282
ACTG1,ABCB8,0.8145081909040652
ACTG1,ABCC13,0.07790922451847923
ACTG1,AARS,0.7807572995280341
ACTG1,ABCA8,0.1087534777666679
ACTG1,ABCB4,0.20225736722377077
ACTG1,AASDH,0.4243498830956473
ACTG1,A4GALT,0.6222294671057154
ACTG1,ABCB6,0.6328712854356395
ACTG1,ABCC6P2,0.34507439172312304
ACTG1,ABCB10P1,0.6726279873843968
ACTG1,ABCB11,0.12426212172427015
ACTG1,ABCB10P4,-0.026253296462650004
ACTG1,ABCC11,0.5126102077411129
ACTG1,A1BG,0.2790171742164728
ACTG1,AAGAB,0.6399146820782743
ACTG1,AADACL4,0.05299308648028147
ACTG1,ABCB10,0.5134789765731677
ACTG1,AASDHPPT,0.560570867620931
ACTG1,ABCD2,0.09411574471996155
ACTG1,ABCC5,0.4835628742554404
ACTG1,ABC13-48559800H2.1,0.5545345939441456
ACTG1,AAED1,0.3637992909938301
ACTG1,ABCA6,0.24253602729092189
ACTG1,ABCD3,0.4471601737006152
ACTG1,ABCD1,0.28093297710955967
ACTG1,AATK-AS1,0.10783573646981133
ACTG1,ABC13-47656900H15.1,0.4895519108373872
ACTG1,ABCD1P5,0.1039703577817132
ACTG1,ABCA5,0.21725758252092758
ACTG1,ABCA2,0.2887270734123677
ACTG1,ABCB9,0.6796562976956311
ACTG1,ABC7-42418200C9.1,0.018658940038268693
ACTG1,ABC7-42404400C24.1,0.7098289359995251
ACTG1,AARSD1,0.66217816577261
ACTG1,ABCA10,0.1668507368152877
ACTG1,AADACP1,0.7627154646535169
ACTG1,AAR2,0.7490182075434492
ACTG1,A3GALT2,0.1459201584616719
ACTG1,AADAC,0.31802822044146
ACTG1,ABCA3,0.3283431726020219
ACTG1,ABCA4,0.37958552415738883
ACTG1,A2MP1,0.08780030828634393
ACTG1,AAMP,0.7118334367423081
ACTG1,ABCA11P,0.3113213362189656
ACTG1,ABCA1,0.209031667452083
ACTG1,ABCC3,0.773993903171032
ACTG1,ABCC10,0.6723644319393036
ACTG1,ABCC2,0.7574605446792908
ACTG1,AAAS,0.8549597177581233
ACTG1,ABCA9,0.15802008231252193
ACTG1,AACS,0.3662170821264522
ACTG1,ABCC4,0.2503956416559261
ACTG1,ABC9-43961700F1.1,0.22111909703662122
ACTG1,ABCC6,0.1262066118651473
ACTG1,ABCC6P1,0.08433102318809903
ACTG1,ABCC12,0.4949202635265223
ACTG1,ABCA17P,0.1604117954521437
ACTG1,ABC13-48559800H2.2,0.3877024319050649
ACTG1,AANAT,0.44961540954774826
ACTG1,ABC13-47488600E17.1,0.39543769964578945
ACTG1,AARS2,0.5776330150840672
ACTG1,ABCC9,0.13791530266659868
ACTG1,ABCC1,0.753609785949562
ACTG1,AATF,0.7352306436637038
ACTG1,ABCB1,0.18664252066791395
ACTG1,AAMDC,0.13071154957081685
ADIRF,ABC14-864958H18.2,0.20082712670015906
ADIRF,ABCB7,0.40715562361535274
ADIRF,AAK1,0.2594112368090189
ADIRF,ABCD4,0.4503545365133634
ADIRF,ABC7-42391500H16.4,0.14172606139893115
ADIRF,ABC12-47964100C23.1,0.9985156495389249
ADIRF,AADAT,0.2488860658277611
ADIRF,AADACL3,0.3473304540941512
ADIRF,AB019441.29,0.17955119176768397
ADIRF,A2M,0.8794939283956873
ADIRF,ABCB10P3,-0.0045459084186372685
ADIRF,ABCA7,0.15805958958582458
ADIRF,AASS,0.061516201155972915
ADIRF,ABCB8,0.38589651034142775
ADIRF,ABCC13,0.015542108294805105
ADIRF,AARS,0.22831493427928554
ADIRF,ABCA8,0.8876089026586282
ADIRF,ABCB4,0.06724303192417459
ADIRF,AASDH,0.3128537928876034
ADIRF,A4GALT,0.511646405067195
ADIRF,ABCB6,0.6492896468450967
ADIRF,ABCC6P2,0.6896980516452942
ADIRF,ABCB10P1,-0.01799054217959603
ADIRF,ABCB11,0.3515244785884216
ADIRF,ABCB10P4,-0.010900771006019706
ADIRF,ABCC11,0.3083042221086284
ADIRF,A1BG,0.1468870655542585
ADIRF,AAGAB,0.30631821524669406
ADIRF,AADACL4,0.7804694972208148
ADIRF,ABCB10,0.22811853089375067
ADIRF,AASDHPPT,0.22007922021613197
ADIRF,ABCD2,0.9372264514590529
ADIRF,ABCC5,0.2559418784404718
ADIRF,ABC13-48559800H2.1,-0.03775496590458328
ADIRF,AAED1,0.2470609818418017
ADIRF,ABCA6,0.33028184798732163
ADIRF,ABCD3,0.36368969776154636
ADIRF,ABCD1,0.3298939658278735
ADIRF,AATK-AS1,0.9793198216836055
ADIRF,ABC13-47656900H15.1,0.09388748976166565
ADIRF,ABCD1P5,0.07250585938059352
ADIRF,ABCA5,0.26828368501968364
ADIRF,ABCA2,0.20597916349180195
ADIRF,ABCB9,0.10784875529047597
ADIRF,ABC7-42418200C9.1,0.014691110039829806
ADIRF,ABC7-42404400C24.1,0.1260506244134183
ADIRF,AARSD1,0.7183897738445075
ADIRF,ABCA10,0.7574021644105062
ADIRF,AADACP1,0.029656419329013604
ADIRF,AAR2,0.5155273919727567
ADIRF,A3GALT2,0.002160692879733171
ADIRF,AADAC,0.9478135951930448
ADIRF,ABCA3,0.2558993990042483
ADIRF,ABCA4,0.4370540162915251
ADIRF,A2MP1,0.6525858008064495
ADIRF,AAMP,0.6388894015874071
ADIRF,ABCA11P,0.37979698080772784
ADIRF,ABCA1,0.3619316942475004
ADIRF,ABCC3,0.02879974568497423
ADIRF,ABCC10,0.16568316330736207
ADIRF,ABCC2,0.00201164872540989
ADIRF,AAAS,0.4056897663390611
ADIRF,ABCA9,0.7899605211601982
ADIRF,AACS,0.866178804515049
ADIRF,ABCC4,-0.013492423955083871
ADIRF,ABC9-43961700F1.1,-0.01040758388846924
ADIRF,ABCC6,0.9123688927119961
ADIRF,ABCC6P1,0.739304600373102
ADIRF,ABCC12,-0.03697383964012309
ADIRF,ABCA17P,0.16741640068985744
ADIRF,ABC13-48559800H2.2,-0.011190130735356959
ADIRF,AANAT,0.07932176607039994
ADIRF,ABC13-47488600E17.1,0.036343936932763075
ADIRF,AARS2,0.12404447435869485
ADIRF,ABCC9,0.7623694571957911
ADIRF,ABCC1,0.03948304887981444
ADIRF,AATF,0.25701715517982987
ADIRF,ABCB1,0.4398527515831441
ADIRF,AAMDC,0.9969631299928363
CD47,ABC14-864958H18.2,-0.016440757872238247
CD47,ABCB7,-0.05246758600465858
CD47,AAK1,0.0927527121917769
CD47,ABCD4,0.2222646731571471
CD47,ABC7-42391500H16.4,-0.006330031171301534
CD47,ABC12-47964100C23.1,-0.0074146798542097875
CD47,AADAT,0.10015407864145077
CD47,AADACL3,-0.017909239503986315
CD47,AB019441.29,0.3735509565540873
CD47,A2M,-0.032529739658853744
CD47,ABCB10P3,-0.007588152664965179
CD47,ABCA7,-0.03903776500962516
